name,opt_sol,or_tools_cost_1,or_tools_cost_30,or_tools_cost_60
XML100_3346_01,9373,9806,9433,9395
XML100_3354_11,15729,16399,16290,16290
XML100_2374_15,9990,10594,10192,10192
XML100_3353_07,19970,20578,20524,20448
XML100_3154_06,15388,16493,15779,15552
XML100_1253_14,9814,10928,10445,10385
XML100_2361_06,27272,28447,27901,27901
XML100_1312_15,21187,22028,21750,21750
XML100_3244_13,13063,13420,13102,13102
XML100_1134_18,12864,14513,13466,13419
XML100_1274_01,10948,11770,11082,11082
XML100_1111_08,30094,30910,30654,30654
XML100_2312_15,19411,20362,19844,19844
XML100_1141_09,39844,41331,41110,40939
XML100_3222_04,27943,28660,28540,28540
XML100_2162_16,20628,21691,21391,20735
XML100_1153_19,15195,16053,15731,15706
XML100_2113_26,13035,13669,13622,13502
XML100_2152_18,15882,16599,16308,16057
XML100_2364_24,11057,11498,11188,11130
XML100_1254_26,8711,9305,9120,9007
XML100_3311_10,47035,47475,47398,47398
XML100_3256_18,7176,7592,7375,7375
XML100_1161_16,32856,34981,33483,33483
XML100_3273_01,17093,18868,17689,17689
XML100_3126_01,9805,10526,10143,9832
XML100_3315_13,12754,13609,13036,13036
XML100_2371_07,21860,22879,22124,22087
XML100_3136_24,9560,9959,9680,9632
XML100_3241_15,40529,42502,41674,41674
XML100_2133_03,11709,12353,11967,11924
XML100_2231_10,20000,20798,20423,20423
XML100_3233_08,8567,9013,8819,8748
XML100_2161_07,31995,33181,33053,32648
XML100_1153_09,14202,15136,14525,14525
XML100_3214_16,18030,18734,18639,18359
XML100_1175_06,9471,9758,9744,9619
XML100_2343_04,11988,13651,12613,12613
XML100_3126_03,10505,11595,10710,10710
XML100_1115_08,10643,10990,10772,10674
XML100_1144_01,14845,15838,15570,15503
XML100_2166_11,8302,8598,8303,8303
XML100_1245_24,8958,9468,9071,9071
XML100_1252_14,26260,26658,26505,26489
XML100_3141_16,44908,48097,46583,46672
XML100_2114_21,11970,12622,12232,12123
XML100_1156_10,8711,9235,9026,9026
XML100_1312_05,30605,31394,31152,31125
XML100_2373_20,16944,18167,17425,17394
XML100_1213_26,13007,13269,13202,13202
XML100_2253_13,10076,11186,10706,10238
XML100_1174_09,12947,13617,13278,13245
XML100_3153_22,21188,22068,21830,21830
XML100_1334_17,11506,12288,11543,11543
XML100_1113_16,15633,16551,16425,16268
XML100_2216_22,5654,5768,5680,5680
XML100_1325_04,12953,14267,13497,13497
XML100_1212_18,29060,29202,29189,29189
XML100_2345_17,8037,8684,8228,8228
XML100_2262_18,18038,20966,18474,18278
XML100_2363_18,12686,12932,12915,12892
XML100_1263_15,13953,14464,14391,14391
XML100_3131_13,39791,41281,40573,40565
XML100_3243_22,18417,18723,18670,18670
XML100_3315_04,10502,11659,11132,10792
XML100_1256_07,6385,6427,6394,6392
XML100_3376_04,8786,9255,8977,8948
XML100_3261_26,48729,49911,49378,49378
XML100_1256_14,8126,8572,8492,8492
XML100_3354_25,14886,15775,15501,15501
XML100_3316_15,8763,9258,8818,8817
XML100_3133_03,21525,22854,22148,21872
XML100_2223_17,10462,11278,10781,10781
XML100_2243_13,5923,6272,6055,6055
XML100_2356_23,7907,8325,7925,7914
XML100_1361_22,26898,29859,28108,27641
XML100_2211_12,19235,19709,19579,19483
XML100_3333_03,18799,19479,19437,19437
XML100_3152_15,34688,35800,35768,35489
XML100_1244_07,12308,12747,12345,12345
XML100_1313_20,14980,15983,15762,15507
XML100_3111_12,51740,52247,52183,52183
XML100_1336_11,8303,8516,8453,8427
XML100_1332_02,18826,19538,19352,19303
XML100_2275_06,7234,7487,7251,7251
XML100_3256_16,8025,8411,8247,8202
XML100_1354_11,13624,14593,14090,13997
XML100_3214_11,16769,17598,17243,17243
XML100_1253_16,11931,12428,12067,12043
XML100_3222_05,22653,23923,23436,23076
XML100_3334_22,14147,14935,14620,14387
XML100_2143_16,14100,15526,14666,14480
XML100_2333_19,13696,14370,14256,14256
XML100_2131_26,20811,22193,21515,21311
XML100_1214_22,9896,10127,10004,9971
XML100_3176_10,9335,10097,9703,9366
XML100_3373_06,15472,17188,16149,16149
XML100_2122_23,16337,17064,16995,16995
XML100_1332_12,17378,18607,18228,18228
XML100_1256_04,7703,7940,7782,7782
XML100_2375_19,9227,9632,9427,9234
XML100_3323_21,20716,22359,21706,21620
XML100_2365_21,8910,9334,8910,8910
XML100_3143_06,21421,23252,22152,22152
XML100_1251_16,36066,37620,37439,37246
XML100_1165_27,10806,11598,10962,10962
XML100_1124_04,15017,16033,15437,15404
XML100_3216_01,7038,7192,7115,7115
XML100_1122_17,22109,24991,23200,23052
XML100_2214_19,9351,9877,9615,9582
XML100_2321_08,33861,35400,34844,34844
XML100_3162_05,27911,30183,29707,28849
XML100_2341_16,23855,26320,24532,24474
XML100_1314_12,14595,16029,15376,15365
XML100_3375_14,12445,13988,12708,12642
XML100_3325_07,11586,12535,11784,11645
XML100_1242_12,17302,18213,18150,18132
XML100_1333_19,16157,17104,16858,16492
XML100_1151_01,27999,29367,28960,28960
XML100_2123_26,13694,13889,13889,13889
XML100_2223_18,11022,11401,11169,11159
XML100_3122_01,31481,33615,33334,32392
XML100_2344_04,9869,11024,9932,9932
XML100_1174_14,10916,11908,11103,11102
XML100_1276_03,4323,4590,4363,4362
XML100_1232_23,19967,21693,21181,20198
XML100_1143_04,15382,17353,16723,16223
XML100_1332_08,19380,20601,20121,20121
XML100_2113_07,13817,14125,13843,13843
XML100_2123_04,14485,16659,14929,14779
XML100_1136_06,9897,10334,10179,10179
XML100_1175_25,10992,13527,11586,11576
XML100_2234_12,10203,11155,10801,10801
XML100_1374_18,11455,13179,11722,11722
XML100_1116_22,9645,10428,9939,9939
XML100_1212_14,18201,18652,18376,18376
XML100_2334_08,10334,11134,10553,10474
XML100_1154_09,14969,16139,15332,15332
XML100_2155_15,9775,10399,10307,10186
XML100_2215_23,7214,7265,7214,7214
XML100_2362_20,15856,18055,16895,16423
XML100_2325_01,8606,9069,8819,8814
XML100_3216_02,7723,7983,7765,7765
XML100_1362_16,14969,16277,15584,15584
XML100_1231_22,25282,26871,26655,26623
XML100_2173_02,12459,14187,12670,12659
XML100_1331_08,35478,36730,36730,36085
XML100_2173_11,14017,14754,14476,14476
XML100_1374_27,10507,11334,10756,10756
XML100_2376_19,7305,7530,7331,7331
XML100_1241_06,27703,28454,28454,28454
XML100_1234_03,9178,9595,9384,9220
XML100_2233_18,11711,12247,12124,12124
XML100_1233_23,14198,14649,14556,14443
XML100_3161_04,46513,48366,47797,47639
XML100_2373_07,12238,13137,12580,12451
XML100_2275_23,7375,7514,7380,7380
XML100_2372_02,16206,16596,16272,16272
XML100_3324_23,15732,16933,16420,16401
XML100_2174_27,10303,11066,10466,10466
XML100_2254_14,8421,8943,8459,8422
XML100_1123_04,14753,16102,15384,15281
XML100_2256_18,5671,5885,5728,5694
XML100_1223_04,15666,17380,15828,15828
XML100_2272_16,14310,15352,14493,14328
XML100_3313_07,23621,24364,24106,23996
XML100_1251_23,25885,26796,26748,26451
XML100_1242_04,32078,32766,32588,32588
XML100_1134_27,13537,14771,13927,13927
XML100_1156_16,8680,9703,8695,8680
XML100_1251_25,27926,29075,28996,28725
XML100_3143_20,21607,23264,22306,22115
XML100_2141_09,25163,26943,26613,26613
XML100_3132_01,37345,39283,38283,38283
XML100_3154_21,16630,17037,16862,16862
XML100_3311_07,41529,42260,41768,41677
XML100_1265_16,9564,10407,9596,9576
XML100_3131_19,47620,48570,48570,48570
XML100_3245_26,10813,11501,10953,10953
XML100_2212_13,17071,17324,17295,17203
XML100_3176_02,9374,9684,9602,9574
XML100_2342_15,19941,21089,20586,20586
XML100_1174_24,13649,14723,13861,13861
XML100_1321_02,27394,29053,28237,28237
XML100_2141_03,24222,25912,25008,25008
XML100_3311_03,43305,43630,43630,43624
XML100_2121_05,21967,24396,23699,23361
XML100_3251_22,39565,41398,40037,40037
XML100_1171_03,26269,27174,27057,27057
XML100_3344_11,16994,18305,17778,17253
XML100_3336_21,9784,10576,10405,9947
XML100_1273_05,13139,13786,13755,13755
XML100_3273_15,14811,16496,15090,15090
XML100_1244_24,14998,15299,15236,15093
XML100_3324_02,16151,17270,16949,16582
XML100_3171_10,39133,40336,39982,39895
XML100_2122_20,14676,15834,15272,15133
XML100_1235_16,6451,6920,6729,6714
XML100_1314_05,12207,13767,12439,12387
XML100_3155_04,15204,15836,15372,15372
XML100_2371_17,22666,23195,23195,22976
XML100_2244_11,9418,10001,9845,9773
XML100_3272_12,21697,23007,21947,21947
XML100_3141_05,44418,46930,45928,45836
XML100_1261_07,21623,22457,22417,22330
XML100_2213_24,10013,10390,10353,10113
XML100_1352_19,26348,27086,26997,26997
XML100_3251_03,38128,40293,39596,38594
XML100_2243_12,7297,8405,7633,7633
XML100_2374_23,10085,10423,10113,10111
XML100_1342_15,16416,17825,17231,17111
XML100_3173_20,17726,19983,18699,18699
XML100_2343_17,13046,14171,13620,13620
XML100_2211_09,19224,19365,19324,19238
XML100_1124_12,13774,15081,14242,14106
XML100_1223_17,13203,15373,13633,13562
XML100_1114_08,14554,15511,15189,15094
XML100_3153_13,20269,21673,20893,20893
XML100_3114_03,17120,18017,17824,17534
XML100_2172_27,17450,18192,17781,17701
XML100_2276_04,6419,6499,6450,6450
XML100_2373_19,11760,12064,11843,11843
XML100_2124_15,11607,12238,11908,11908
XML100_3142_26,23803,26169,24720,24713
XML100_1275_03,10025,10568,10266,10266
XML100_2273_01,12505,13858,12597,12597
XML100_1121_02,35043,38188,37585,37024
XML100_2162_19,18529,19894,19039,18975
XML100_3355_08,11993,13111,12662,12662
XML100_3344_01,16235,17952,16978,16807
XML100_1252_08,13193,13998,13751,13548
XML100_3221_18,41862,45615,42637,42637
XML100_3364_16,14390,15192,14767,14767
XML100_2113_14,14481,15356,15136,14913
XML100_2124_02,10955,12686,11423,11200
XML100_2236_09,5534,5711,5586,5551
XML100_2155_27,9270,9655,9482,9463
XML100_2143_03,11507,12939,11932,11932
XML100_2256_23,5462,6239,5462,5462
XML100_1133_01,14420,15984,15309,15066
XML100_1324_11,11129,12199,11528,11528
XML100_1233_12,18398,18897,18839,18764
XML100_2372_22,14971,15352,15293,15293
XML100_1172_26,25840,27354,26475,26349
XML100_1333_22,19564,20979,20498,20414
XML100_2342_20,18630,20424,19077,19077
XML100_2353_02,12961,13520,13330,13294
XML100_1166_05,8714,8927,8881,8881
XML100_2254_23,9113,9625,9420,9311
XML100_2315_01,9794,10155,9989,9989
XML100_2125_23,9588,10157,9626,9622
XML100_2144_13,11343,12678,11617,11588
XML100_3174_07,15144,16131,15730,15725
XML100_1131_26,22234,24118,22820,22820
XML100_2372_13,15495,16083,15683,15502
XML100_3366_24,9627,10017,9697,9686
XML100_3136_16,9561,9882,9842,9723
XML100_1333_13,19854,20778,20494,20494
XML100_2224_16,9597,10798,9968,9968
XML100_3366_22,9318,9842,9565,9458
XML100_2326_02,7575,7968,7816,7786
XML100_3365_04,12684,14343,13748,13747
XML100_1341_12,25210,26663,26240,26240
XML100_1224_25,12615,13443,12867,12867
XML100_3274_22,13233,13832,13596,13362
XML100_1132_16,26554,28056,27636,27217
XML100_3252_05,22797,23312,23054,23054
XML100_3313_14,21401,22210,22004,21844
XML100_3266_08,8599,9045,8785,8785
XML100_3315_12,14930,15207,15188,15092
XML100_3316_21,10265,10856,10670,10643
XML100_1152_20,15840,16775,16373,16360
XML100_1274_12,10275,10893,10472,10472
XML100_2251_08,19079,20684,19743,19467
XML100_2176_15,8328,8579,8407,8407
XML100_1253_23,10457,10905,10880,10835
XML100_3336_20,9694,10339,10024,9952
XML100_1234_27,3729,3926,3824,3824
XML100_1361_13,27611,29517,29040,28338
XML100_1125_05,9096,9708,9321,9298
XML100_1233_27,7704,8318,7858,7858
XML100_3225_13,12775,13307,12776,12776
XML100_2276_20,6007,6090,6010,6006
XML100_1121_09,37751,41534,39176,38861
XML100_1115_14,10708,11777,11333,11232
XML100_2166_01,8062,8424,8062,8062
XML100_1155_06,11274,12387,11714,11460
XML100_2376_23,7910,8361,8065,8065
XML100_1323_21,12637,14294,13326,13325
XML100_2266_01,5496,5914,5676,5496
XML100_3222_18,26559,27443,27443,27361
XML100_1143_23,15887,17549,16560,16465
XML100_2125_27,9294,10157,9857,9857
XML100_1115_03,11306,12192,11471,11471
XML100_1144_27,13183,13968,13844,13563
XML100_2322_13,16881,18264,18059,17562
XML100_1243_24,15911,17353,17046,17046
XML100_3323_09,23200,24250,23634,23634
XML100_2323_10,14281,15337,14810,14758
XML100_3373_07,19924,22047,21304,20727
XML100_1313_23,12332,13284,12672,12672
XML100_1176_22,8843,9070,8875,8875
XML100_3111_05,56687,57075,57035,57035
XML100_2226_05,6683,7155,6722,6690
XML100_2255_25,7922,8178,8083,7997
XML100_2163_11,13316,13742,13742,13675
XML100_1266_11,6694,6786,6724,6717
XML100_1362_15,19853,21333,20251,20251
XML100_3335_14,11413,12836,11841,11784
XML100_3274_23,15329,15793,15579,15502
XML100_1325_08,9572,10247,9571,9571
XML100_2336_22,7565,7919,7704,7704
XML100_2154_06,11012,11626,11423,11305
XML100_3275_24,11310,12040,11335,11335
XML100_3264_08,11425,12983,12022,11767
XML100_2223_26,12938,13765,13476,13203
XML100_2316_12,8079,8291,8100,8082
XML100_1134_03,13913,14620,14271,14271
XML100_1321_20,29791,32212,31990,31145
XML100_1345_06,9695,10534,9908,9891
XML100_2271_10,25256,25275,25275,25275
XML100_2124_11,10422,11063,10615,10615
XML100_1134_13,13101,13808,13515,13515
XML100_2213_03,9051,9290,9259,9147
XML100_2262_05,15324,16519,15713,15713
XML100_3142_01,30224,32442,31340,31340
XML100_1112_01,24733,25741,25523,25176
XML100_1171_12,33239,33468,33468,33468
XML100_1176_17,8749,9973,8922,8922
XML100_1333_11,13294,14505,13662,13585
XML100_3255_20,13587,14132,14014,13779
XML100_3232_18,25595,26943,26348,26341
XML100_1372_27,22680,24217,23738,23239
XML100_3333_16,24317,25478,25308,25308
XML100_3334_03,15047,16262,15436,15262
XML100_2312_08,15164,15910,15698,15293
XML100_3265_04,12690,12966,12804,12762
XML100_1175_09,11194,12586,11646,11560
XML100_1361_27,47296,50645,49094,49094
XML100_1314_13,11725,12206,11843,11808
XML100_1332_10,18785,19479,19324,19324
XML100_3313_11,22350,23211,22879,22842
XML100_3131_04,44194,46579,45221,44947
XML100_2225_12,6165,6438,6228,6228
XML100_1243_16,18493,19027,18851,18851
XML100_2332_14,17860,19418,18364,18113
XML100_2121_13,27335,30389,28242,27945
XML100_1234_10,10727,11494,11359,11108
XML100_3173_21,21544,24433,22584,22304
XML100_2112_06,15994,16470,16326,16218
XML100_2212_07,16594,16782,16729,16729
XML100_2231_23,24475,25918,25853,25625
XML100_1226_10,8369,9067,8738,8738
XML100_1342_27,26606,27692,27461,27435
XML100_2363_07,12555,13776,12735,12661
XML100_3316_20,8774,9213,9169,9169
XML100_2324_25,10759,12061,11351,11351
XML100_3244_17,7506,7793,7582,7582
XML100_3112_05,30283,31078,30914,30914
XML100_2164_03,10912,11665,11188,10961
XML100_2375_09,8514,8649,8533,8514
XML100_3236_08,7976,8411,8037,7975
XML100_1332_09,18163,19049,18455,18455
XML100_1216_15,5497,5787,5642,5497
XML100_3343_02,17773,19728,17964,17935
XML100_2143_14,11875,12666,12362,11973
XML100_2113_06,13899,14797,14109,14105
XML100_3346_08,8777,9580,8902,8902
XML100_3154_24,16592,18205,17422,17353
XML100_3233_12,16608,16839,16713,16685
XML100_2362_26,18535,20002,19363,18724
XML100_2176_22,8001,8612,8018,8001
XML100_2144_02,10518,10990,10683,10680
XML100_3211_11,42870,43092,43074,43074
XML100_3221_20,41543,42874,42197,42077
XML100_1144_10,10675,10832,10777,10777
XML100_3274_04,13525,14060,13642,13635
XML100_1145_24,9308,9553,9488,9366
XML100_1245_26,9579,10012,9672,9672
XML100_3314_07,14903,15467,15114,15108
XML100_3145_06,12100,13086,12430,12200
XML100_2116_12,8273,8998,8293,8274
XML100_3231_17,41882,43284,42732,42608
XML100_3313_04,21361,21659,21513,21513
XML100_1356_03,8016,8489,8016,8016
XML100_1146_27,8403,8412,8412,8403
XML100_3311_24,54453,54866,54789,54789
XML100_2154_11,10501,11333,10698,10688
XML100_3315_01,12125,12708,12291,12291
XML100_3113_06,21913,23394,22845,22303
XML100_2221_01,24566,24972,24891,24869
XML100_2245_11,7924,7978,7930,7924
XML100_1244_14,12504,13031,12866,12849
XML100_3215_11,10931,11275,11169,11157
XML100_1135_22,9602,10136,9625,9600
XML100_1316_02,7900,8175,8175,7902
XML100_1223_06,13609,15317,13947,13947
XML100_3345_21,12040,13507,12773,12431
XML100_1374_16,13128,13659,13263,13259
XML100_3355_19,12107,12756,12272,12188
XML100_1311_23,47549,47832,47832,47832
XML100_1266_01,4593,4937,4616,4616
XML100_1126_19,8438,8953,8597,8499
XML100_1143_16,14984,16253,15374,15374
XML100_1244_23,7744,8126,7895,7879
XML100_1216_13,5541,5589,5543,5543
XML100_1176_12,9088,9585,9337,9291
XML100_1361_10,23654,25629,24989,24127
XML100_3364_06,13046,14624,14075,13852
XML100_1354_19,15817,16194,16007,16007
XML100_3265_08,12762,13033,12894,12836
XML100_2132_26,15910,17026,16421,16228
XML100_1122_13,18110,19417,18531,18531
XML100_1312_02,22438,23413,23204,23106
XML100_3264_02,12928,13940,13513,13250
XML100_1121_24,24313,25442,24851,24817
XML100_1215_17,8041,8088,8076,8076
XML100_2222_21,15253,16306,15525,15525
XML100_3321_15,36682,37699,37100,37100
XML100_3311_22,50034,50324,50262,50262
XML100_2322_08,15087,16288,15585,15585
XML100_3362_22,33171,34285,34041,33876
XML100_1234_05,9962,10086,10023,10009
XML100_3161_03,49548,51576,51046,50770
XML100_1346_22,7864,8209,7942,7934
XML100_3371_14,42772,43443,43024,43013
XML100_3315_06,11363,11863,11671,11671
XML100_2173_06,13108,13867,13430,13351
XML100_1346_21,7995,8187,8001,8001
XML100_1376_09,8055,8191,8137,8137
XML100_1134_22,12849,14014,13146,13053
XML100_2356_16,8179,8716,8336,8336
XML100_2154_18,10472,10828,10758,10701
XML100_1271_23,34250,33863,33824,33824
XML100_3221_02,36170,38568,37888,37427
XML100_3226_26,7551,7638,7610,7607
XML100_1256_18,5718,5993,5792,5767
XML100_2246_03,5800,6479,5817,5800
XML100_2131_15,24733,26095,25651,25540
XML100_1216_08,4494,4631,4494,4494
XML100_3375_02,13102,14579,13301,13237
XML100_3334_12,14963,15697,15351,15351
XML100_3232_26,28773,30042,29181,29181
XML100_2172_15,15136,15422,15225,15225
XML100_2335_26,8949,9396,9093,9093
XML100_2152_16,18333,20446,19062,18908
XML100_1354_01,12272,13153,12517,12517
XML100_2116_19,8091,8560,8091,8091
XML100_2113_09,13879,14578,14564,14098
XML100_3246_09,7630,7881,7730,7698
XML100_2166_06,8454,8883,8454,8454
XML100_3131_07,49139,52457,50422,50345
XML100_1145_27,10605,11541,10819,10774
XML100_1261_08,31322,35436,31983,31890
XML100_3254_01,16098,17702,16525,16482
XML100_2362_05,17000,18131,17454,17277
XML100_1375_24,9291,9948,9613,9613
XML100_1272_12,15326,16088,15824,15588
XML100_1116_03,8411,8973,8715,8715
XML100_2154_02,10947,11482,11241,11237
XML100_2213_14,10719,10912,10912,10912
XML100_2231_17,19954,20971,20853,20853
XML100_1233_02,9982,10367,10235,10200
XML100_1166_23,9322,10320,9529,9438
XML100_1352_07,21470,22443,21977,21977
XML100_2226_23,5450,5654,5484,5455
XML100_3325_12,14574,15400,14827,14801
XML100_3134_02,15113,16065,15491,15335
XML100_1143_26,15958,17265,16411,16337
XML100_1123_01,15726,17088,16599,16538
XML100_1235_11,7548,7672,7592,7592
XML100_1254_23,7703,7918,7852,7836
XML100_3266_16,8756,9366,9049,8938
XML100_2115_12,10458,11058,10570,10539
XML100_2275_13,6614,6763,6724,6629
XML100_2364_21,12522,12666,12580,12580
XML100_3364_02,16545,17502,16891,16891
XML100_3375_06,12651,12769,12738,12738
XML100_2334_02,10342,11573,10843,10727
XML100_1224_21,7840,8199,7863,7863
XML100_3151_01,52688,54623,54548,53638
XML100_3342_06,27532,29515,28609,28451
XML100_2125_11,9058,9461,9319,9268
XML100_1355_13,9947,10353,10055,10028
XML100_1363_07,15263,16921,15639,15598
XML100_3261_17,25263,26187,26030,25970
XML100_3324_03,13634,14544,13969,13969
XML100_1274_10,7351,7678,7532,7471
XML100_1165_26,10021,10551,10228,10228
XML100_3361_23,28788,31587,29605,29403
XML100_1266_06,6017,6048,6029,6029
XML100_1224_09,13135,13515,13227,13225
XML100_3173_06,18686,20185,18770,18711
XML100_1321_23,45935,47650,46953,46953
XML100_1254_10,8239,8969,8729,8665
XML100_3373_22,20878,22372,22323,21746
XML100_3343_17,19955,21273,20578,20411
XML100_1321_14,21783,23108,22691,22386
XML100_3262_21,36241,38033,37778,37248
XML100_3224_10,14221,15262,14471,14467
XML100_1324_21,13479,13996,13796,13705
XML100_1111_11,33152,33760,33747,33747
XML100_3263_24,19323,20833,20737,19988
XML100_1176_11,8080,8261,8182,8182
XML100_1163_11,13851,15209,14384,14352
XML100_1135_14,9462,9856,9565,9495
XML100_3346_12,9622,10361,9790,9782
XML100_2174_05,10715,11311,10968,10881
XML100_1142_23,18961,19964,19620,19351
XML100_2156_02,8302,8827,8687,8662
XML100_3211_18,30678,31068,31031,30835
XML100_2254_19,8471,8968,8677,8670
XML100_2242_14,15303,16644,15786,15580
XML100_1371_12,23073,23379,23136,23136
XML100_1342_04,16963,19474,17810,17394
XML100_3251_11,33209,34929,34391,34200
XML100_2335_10,9520,10208,9625,9618
XML100_1341_16,38478,40979,39498,39028
XML100_1241_04,26962,28288,27660,27645
XML100_2325_08,8799,9258,9061,9061
XML100_1144_07,12558,13890,13299,13299
XML100_2355_02,8917,9358,8917,8917
